QuestionID,ExamYear,QuestionStem,BodySystem,Subcategory,BlueprintCategory_Predicted,CorrectAnswer
Q2020-162,2020,"A 41-year-old Hispanic male presents to your office with a cough. He does not speak English
and his 16-year-old daughter offers to translate for him.
Which one of the following is most appropriate regarding medical interpreters for patients who
do not speak English?
A) If a trained medical interpreter is not on staff, using a family member is an acceptable
alternative
B) A trained medical interpreter should be offered to decrease errors, improve clinical
outcomes, and improve satisfaction in care
C) When using an interpreter, the physician should address the interpreter directly to avoid
confusion and promote better communication
D) Using a family member for interpretation meets the legal requirement of Title VI of the
Civil Rights Act for patients with limited English

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Pharmacology,Chronic Care Management,B
Q2020-163,2020,"You see an otherwise healthy 67-year-old male who is recovering in the hospital after a knee
replacement. The patientâ€™s skin is cold and clammy and he is having trouble remembering where
he is. He is receiving oxygen via nasal cannula, which has resolved some mild desaturations he
was having this morning. The patientâ€™s temperature is 39.6Â°C (103.3Â°F) and his heart rate is
142 beats/min. The nurse tells you that the patientâ€™s WBC count was elevated this morning.
Which one of the following interventions should be performed immediately?
A) An infusion of intravenous fluids
B) An infusion of dopamine
C) An infusion of norepinephrine
D) CT angiography

A) 
B) 
C) 
D) 
E) ",Nonspecific,Workup,Emergent and Urgent Care,A
Q2020-164,2020,"An obese 10-year-old female has been diagnosed with hypertension and is starting treatment.
Which one of the following should be the target for lowering the systolic and diastolic blood
pressure?
A) <130/80 mm Hg
B) <140/90 mm Hg
C) <90th percentile for age, sex, and height
D) <95th percentile for age, sex, and height
60

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Screening,Preventive Care,C
Q2020-165,2020,"A 48-year-old female presents with concerns about hair loss. She has noticed gradual thinning
of the hair on the top of her head for the last year. Her scalp is now visible through the hair. She
is not taking any oral medications. A levonorgestrel IUD (Mirena) was placed 4 years ago. She
has not had any recent illnesses or stressors and a review of systems is negative. Her mother had
similar hair loss starting in her fifties. On examination you note thin hair on the top of the scalp,
an intact frontal hair line, and growth of thin, wispy hairs on her crown.
Which one of the following would be most appropriate for this patient?
A) Removal of the levonorgestrel IUD
B) Spironolactone (Aldactone), 50 mg daily for 6 months
C) Finasteride (Proscar), 5 mg daily indefinitely
D) Minoxidil (Rogaine) 2% solution for 6 months
E) Minoxidil 5% foam indefinitely

A) 
B) 
C) 
D) 
E) ",Integumentary,Pharmacology,Acute Care and Diagnosis,E
Q2020-166,2020,"A healthy 18-year-old African-American female comes to your office with a 5-day history of
sharp chest pain that worsens with both inspiration and expiration. She has also noticed that the
pain worsens with laughing or coughing. She had symptoms of an upper respiratory infection
a week ago with no fever or shortness of breath. She has no history of trauma and no significant
past medical history, and takes no regular medications. Her vital signs are normal, including
oxygen saturation, and a physical examination is unremarkable. A chest radiograph is also
normal.
Which one of the following would be the most appropriate next step?
A) A D-dimer level
B) An EKG
C) Spiral chest CT
D) Diclofenac, 75 mg twice daily
E) Prednisone, 50 mg daily for 5 days

A) 
B) 
C) 
D) 
E) ",Respiratory,Management,Acute Care and Diagnosis,D
Q2020-167,2020,"A 53-year-old female who typically jogs 8â€“10 miles per week presents to your office with pain
on the anterior part of her left kneecap that increases with running and when she goes up or
down stairs. She has been taking ibuprofen, 600 mg three times daily, with partial relief. Plain
film radiographs are negative.
Which one of the following is the most likely diagnosis?
A) Iliotibial band syndrome
B) Osgood-Schlatter disease
C) Osteochondritis dissecans
D) Patellofemoral osteoarthritis
E) Patellofemoral pain syndrome
61

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Diagnosis,Acute Care and Diagnosis,E
Q2020-168,2020,"A 38-year-old male comes to your office for follow-up of his diabetes mellitus. He takes
metformin (Glucophage) and dulaglutide (Trulicity) and his hemoglobin A  is 6.5%. He has an
1c
LDL-cholesterol level of 120 mg/dL, an HDL-cholesterol level of 55 mg/dL, and a triglyceride
level of 190 mg/dL. He asks your advice about statin therapy for cholesterol management.
You advise him to start
A) a low-intensity statin now
B) a moderate-intensity statin now
C) statin therapy at 40 years of age
D) statin therapy when his 10-year atherosclerotic cardiovascular disease (ASCVD) risk is
>5%
E) statin therapy when his 10-year ASCVD risk is >7.5%

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Counseling,Chronic Care Management,C
Q2020-169,2020,"A 16-year-old Muslim male with type 1 diabetes would like to start fasting during Ramadan. He
currently takes insulin glargine (Lantus) every morning and regular insulin with meals.
Which one of the following is the most appropriate recommendation for this patient during
Ramadan?
A) Avoid fasting because it is unsafe in patients with type 1 diabetes
B) Decrease insulin glargine by 50%
C) Decrease insulin glargine by 50% and take it at night
D) Decrease insulin glargine by 25% and use sliding scale regular insulin with meals
E) Stop insulin glargine and use sliding scale regular insulin four times a day

A) 
B) 
C) 
D) 
E) ",Endocrine,Pharmacology,Chronic Care Management,A
Q2020-170,2020,"A 20-year-old female with no significant past medical history is brought to your office with a
sudden  onset  of  hives,  shortness  of  breath,  dizziness,  and  vomiting.  The  patient  is  in
anaphylaxis.
Intramuscular administration of epinephrine should be given immediately at which one of the
following sites?
A) Mid-outer aspect of the shoulder
B) Mid-outer aspect of the buttocks
C) Mid-outer aspect of the thigh
D) Mid-outer aspect of the calf
E) Lower medial abdominal wall
62

A) 
B) 
C) 
D) 
E) ",Nonspecific,Management,Emergent and Urgent Care,C
Q2020-171,2020,"A 72-year-old female comes to your office to discuss newly diagnosed peripheral artery disease.
She has a history of long-standing type 2 diabetes, hypertension, and hyperlipidemia. Her
current medications include atorvastatin (Lipitor), 80 mg daily; metformin (Glucophage XR),
2000 mg daily; lisinopril (Prinivil, Zestril), 40 mg daily; and aspirin, 81 mg daily. On
examination she has a blood pressure of 114/62 mm Hg. Laboratory studies reveal an
LDL-cholesterol level of 68 mg/dL and a hemoglobin A  of 7.7%.
1c
If added to her current regimen, which one of the following medications would most likely
improve her walking distance?
A) Cilostazol
B) Clopidogrel (Plavix)
C) Ezetimibe (Zetia)
D) Liraglutide (Victoza)
E) Warfarin (Coumadin)

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Pharmacology,Chronic Care Management,A
Q2020-172,2020,"A 3-year-old female is brought to your office by her mother with a 3-day history of a rash. The
patientâ€™s mother reports that the child is eating less than usual but tolerating fluids. The mother
also reports that other children in the patientâ€™s day care have a similar rash.
On examination the patientâ€™s temperature is 38.2Â°C (100.8Â°F). The patient appears alert and
active. Examination of the pharynx reveals ulcerations in the posterior oral cavity and soft
palate. There is a maculopapular rash on the fingers, soles of the feet, and genitals. The
remainder of the examination is normal.
Which one of the following would be the most appropriate next step?
A) Symptomatic treatment only, and increased oral hydration
B) Amoxicillin twice daily for 7 days
C) Valacyclovir (Valtrex) twice daily for 7 days
D) Antinuclear antibody testing
E) Rapid plasma reagin testing

A) 
B) 
C) 
D) 
E) ",Integumentary,Management,Acute Care and Diagnosis,A
Q2020-173,2020,"A 43-year-old male with uncomplicated appendicitis prefers antibiotic therapy alone over
surgical treatment. You advise him that this will increase his risk for which one of the following?
A) A longer absence from work
B) The need for pain medications
C) Disability
D) Subsequent surgery
63

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Counseling,Acute Care and Diagnosis,D
Q2020-174,2020,"A 46-year-old male who injects heroin daily presents with a 6-month history of progressive
dyspnea on exertion, a productive cough, and fatigue. He does not have any fever, chills,
malaise, or hemoptysis. He has not had any sick contacts and has never smoked. On physical
examination he shows no signs of distress, has a normal oxygen saturation on room air, and has
normal breath sounds. A chest radiograph reveals bilateral perihilar shadowing.
A subsequent lung biopsy will most likely show
A) adenocarcinoma
B) branching hyphae
C) foreign body granulomas
D) caseating granulomas
E) noncaseating granulomas

A) 
B) 
C) 
D) 
E) ",Respiratory,Pharmacology,Acute Care and Diagnosis,C
Q2020-175,2020,"A 12-year-old female is brought to your office because of a lesion on her left lateral upper eyelid
(shown below). The lesion started 3 days ago as a small, red â€œpimple,â€ and since then it has
increased in size and is tender. She does not have any fever, tearing, or conjunctival irritation.
No treatment has been attempted. 
Which one of the following would be the most appropriate initial management?
A) Warm, damp compresses for 10 minutes four times daily
B) Topical erythromycin ophthalmic ointment (Ilotycin)
C) Topical hydrocortisone 0.5% 
D) Systemic antibiotics with coverage for staphylococci
E) Incisional drainage using a sterile 18- or 20-gauge needle

A) 
B) 
C) 
D) 
E) ",Integumentary,Management,Acute Care and Diagnosis,A
Q2020-176,2020,"You see a 60-year-old male for an initial office visit. He has a past history of a myocardial
infarction. He has smoked two packs of cigarettes daily since the age of 18. He says that he
enjoys smoking and has no plans to quit.
Which one of the following would be the most appropriate response?
A) I must advise you that smoking is very bad for your health
B) Did you know that smoking increases your risk of another heart attack?
C) What do you know about smokingâ€™s effect on your health in general?
D) Would it be okay if we discuss smoking?
E) Can I schedule a follow-up appointment soon to focus on quitting smoking?
64
Item #175
65

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Counseling,Preventive Care,D
Q2020-177,2020,"A 68-year-old female with a history of diabetes mellitus, hypertension, and heart failure with
preserved ejection fraction presents with a long-standing diabetic foot ulcer. The patient reports
no signs of any gastrointestinal bleeding, no blood in her urine, no bleeding gums, and no
vaginal bleeding. Her medications include metformin (Glucophage), insulin glargine (Lantus),
lisinopril (Prinivil, Zestril), atorvastatin (Lipitor), and furosemide (Lasix).
A CBC reveals a WBC count of 7600/mm3 (N 4500â€“11,000), a hemoglobin level of 9.7 g/dL
(N 14.0â€“17.5), a mean corpuscular volume of 89  m3 (N 80â€“100), and a platelet count of
412,000/mm3 (N 150,000â€“400,000).
To further assess the patientâ€™s anemia you obtain the following laboratory results:
Ferritin ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 293 ng/mL (N 22â€“275)
Serum iron ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 43  g/dL (N 50â€“175)
Transferrin ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 190 mg/dL (N 177â€“264)
Reticulocyte count ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 3.2% (N 0.5â€“1.5)
Vitamin B ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 564 pg/mL (N 230â€“1050)
12
Haptoglobin ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 198 mg/dL (N 63â€“273)
Which one of the following is the most likely cause of her anemia?
A) Anemia of chronic disease
B) Bone marrow suppression
C) Hemolysis
D) Iron deficiency
E) Vitamin B  deficiency
12

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Diagnosis,Emergent and Urgent Care,A
